scenario,step,time_index,timestamp,P_i,P_e,P_pv,P_pv_actual,P_pv_used,P_curt,P_ul,P_ul_actual,P_b_ch,P_b_dsc,P_fc,P_ely,P_g,P_c,P_h,P_pev,SoC_b,SoH_h,T_in,T_ex,T_ex_forecast,T_sp,comfort_low,comfort_high,SoC_pev,UR_pev,c_l,p_e,step_cost,objective,power_balance_residual,slack_pev,slack_temp_low,slack_temp_high,delta_i,delta_e,delta_b_ch,delta_b_dsc,delta_fc,delta_ely,delta_g,delta_c,delta_h
scenario_A_summer_cf_0_15,32,4712,2022-07-16 08:00:00,0.0,0.0,93.50880872483222,98.64033279601912,93.50880872483222,0.0,209.38442969221484,231.14859669953879,0.3065331705186507,0.0,0.0,0.0,120.0,3.8178458620987326,0.0,0.0,0.18222837196572156,0.5,22.96249946205667,29.429457671044855,29.610000000000014,22.0,20.0,24.0,0.8,0.0,0.54858,0.41317000000000004,24.0,1214.636995977518,4.440892098500626e-16,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,33,4713,2022-07-16 09:00:00,0.0,0.0,129.29996271439225,131.32903015927252,129.29996271439225,0.0,256.09535304767655,233.8244775664242,0.0,6.795390333284303,0.0,0.0,120.0,0.0,0.0,0.0,0.12829670265394139,0.5,23.999999999999996,31.48692786460829,31.230000000000018,22.0,20.0,24.0,0.8,0.0,0.54858,0.39446,24.0,1216.1772789271133,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,34,4714,2022-07-16 10:00:00,0.0,0.0,154.1968447054437,149.9412031209896,154.1968447054437,0.0,275.37718768859384,239.41711092312036,0.0,3.565384534396659,0.0,0.0,120.0,2.3850415512465326,0.0,0.0,0.09999999999999964,0.5,24.0,32.47263608002317,32.610000000000014,22.0,20.0,24.0,0.8,0.0,0.54858,0.38683999999999996,24.0,1197.4480130595518,2.6201263381153694e-14,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,35,4715,2022-07-16 11:00:00,0.0,5.433797085187144,170.63525354213274,170.54798773115255,170.63525354213274,0.0,280.8086904043452,300.5476434199389,1.8969211772541108,0.0,0.0,0.0,120.0,2.4958448753462763,0.0,0.0,0.11287196513136719,0.5,24.0,32.54871795705927,33.01000000000005,22.0,20.0,24.0,0.8,0.0,0.54858,0.36795999999999995,22.00058002453454,1176.2307734803157,6.217248937900877e-15,0.0,0.0,0.0,-3.1086244689504383e-15,1.000000000000003,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,36,4716,2022-07-16 12:00:00,0.0,0.0,179.44292971662938,175.4662897453088,179.44292971662938,0.0,240.61557030778516,219.92492685227197,56.3481350321129,0.0,0.0,0.0,120.0,2.4792243767313162,0.0,0.0,0.49523430999213325,0.5,24.0,33.09066875904605,32.950000000000045,22.0,20.0,24.0,0.8,0.0,0.54858,0.34438,24.0,1169.321427050353,-2.842170943040401e-14,0.0,0.0,0.0,1.0,-0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,37,4717,2022-07-16 13:00:00,0.0,0.0,172.60975950782998,177.42248557368012,172.60975950782998,0.0,238.17139408569707,218.13966578115512,51.931440214376664,0.0,0.0,0.0,120.0,2.5069252077562365,0.0,0.0,0.8476262257325463,0.5,24.0,33.19410155582287,33.05000000000001,22.0,20.0,24.0,0.8,0.0,0.54858,0.34497000000000005,24.0,1161.2125662160217,-2.842170943040401e-14,0.0,0.0,0.0,1.0,-0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,38,4718,2022-07-16 14:00:00,0.0,0.0,160.0427619313945,151.65698711029125,160.0427619313945,0.0,264.51418225709114,269.263152473283,7.718240418361603,0.0,0.0,0.0,120.0,7.810339255941756,0.0,0.0,0.9,0.5,21.601190398154156,33.20953915291282,33.08000000000004,22.0,20.0,24.0,0.8,0.0,0.54858,0.36214999999999997,24.0,1148.3537593773165,-2.842170943040401e-14,0.0,0.0,0.0,1.0,-0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,39,4719,2022-07-16 15:00:00,35.17208808572948,0.0,136.77118288590606,141.54111341472282,136.77118288590606,0.0,291.9432709716355,274.85031946549014,0.0,-1.5987211554602254e-14,0.0,0.0,120.0,0.0,0.0,0.0,0.9,0.5,22.863484887896117,31.8668188467702,31.660000000000025,22.0,20.0,24.0,0.8,0.0,0.54858,0.37319,43.29470408206947,1130.6508224705178,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,40,4720,2022-07-16 16:00:00,67.15199640015,0.0,106.6923005219985,109.45673867952026,106.6923005219985,0.0,293.8442969221485,309.87827057684564,0.0,-8.881784197001252e-15,0.0,0.0,120.0,0.0,0.0,0.0,0.9,0.5,24.000000000000007,31.752848714932117,31.920000000000016,22.0,20.0,24.0,0.8,0.0,0.54858,0.405,60.83824218519428,1097.779171736776,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,41,4721,2022-07-16 17:00:00,71.92483711403432,0.0,71.8237322893363,76.11440203084773,71.8237322893363,0.0,261.7984308992155,282.038206643107,0.0,3.774758283725532e-15,0.0,0.0,120.0,1.9501385041551471,0.0,0.0,0.9,0.5,24.0,31.12946378509376,31.04000000000002,22.0,20.0,24.0,0.8,0.0,0.54858,0.47999,63.456527144016945,1072.05469644284,2.9976021664879227e-14,0.0,0.0,0.0,1.0,-0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,42,4722,2022-07-16 18:00:00,66.29621628597445,0.0,36.47231543624161,33.260984198058445,36.47231543624161,0.0,221.0621605310803,245.8764099133148,0.0,-1.4210854715202004e-14,0.0,0.0,120.0,1.706371191135739,0.0,0.0,0.9,0.5,24.0,30.096863282830054,30.160000000000025,22.0,20.0,24.0,0.8,1.0,0.54858,0.503,60.36877833015986,1057.717197399057,-8.881784197001252e-15,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,43,4723,2022-07-16 19:00:00,102.11833324759405,0.0,7.8333566368381815,8.927436726988528,7.8333566368381815,0.0,228.93783946891975,218.33887250224547,0.0,-2.220446049250313e-16,0.0,0.0,120.0,1.0138504155124737,0.0,0.0,0.9,0.5,24.0,27.769454744428792,27.660000000000025,22.0,20.0,24.0,0.8,1.0,0.54858,0.5,80.02007525296514,1066.112754120606,5.551115123125783e-15,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,44,4724,2022-07-16 20:00:00,129.73800062523304,0.0,0.0,0.0,0.0,0.0,249.0343995171998,264.23659395893293,0.0,1.4432899320127035e-14,0.0,0.0,120.0,0.7036011080332492,0.0,0.0,0.9,0.5,24.0,26.321132801099306,26.54000000000002,22.0,20.0,24.0,0.8,1.0,0.54858,0.5,95.17167238299034,1047.908686676683,1.9317880628477724e-14,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,45,4725,2022-07-16 21:00:00,129.7741186973086,0.0,0.0,0.0,0.0,0.0,249.30597465298732,223.51311436974913,0.0,4.213296378452469e-14,0.0,0.0,120.0,0.4681440443213289,0.0,0.0,0.9,0.5,24.0,25.756725112955763,25.689999999999998,22.0,20.0,24.0,0.8,1.0,0.54858,0.48,95.19148603496956,1013.1253738492724,-8.382183835919932e-15,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,46,4726,2022-07-16 22:00:00,6.5858439893209475,0.0,0.0,0.0,0.0,0.0,227.0368135184068,231.3810687602803,0.0,100.80000000000001,0.0,0.0,120.0,0.3490304709141443,0.0,0.0,0.1,0.5,24.0,25.208211541236,25.260000000000048,22.0,20.0,24.0,0.8,1.0,0.54858,0.42681,27.612862295661685,999.1106383050773,1.3988810110276972e-14,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,47,4727,2022-07-16 23:00:00,61.35668205230224,0.0,0.0,0.0,0.0,0.0,181.14061557030777,190.9138092197721,0.0,0.0,0.0,0.0,120.0,0.21606648199446432,0.0,0.0,0.1,0.5,24.0,25.265525715216665,24.78000000000003,22.0,20.0,24.0,0.8,1.0,0.46868,0.40870999999999996,52.75664974427301,1049.7443970832421,-4.3298697960381105e-15,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
